ev_id,arrival_period_raw,departure_period_raw,arrival_slot,departure_slot,departure_slot_exclusive,available_periods
979,1,56,0,54,55,55
980,1,56,0,54,55,55
981,1,56,0,54,55,55
982,1,56,0,54,55,55
983,1,56,0,54,55,55
984,1,56,0,54,55,55
985,1,56,0,54,55,55
986,1,56,0,54,55,55
987,1,56,0,54,55,55
988,1,56,0,54,55,55
989,1,56,0,54,55,55
990,1,56,0,54,55,55
991,1,56,0,54,55,55
992,1,56,0,54,55,55
993,1,56,0,54,55,55
994,1,56,0,54,55,55
995,1,56,0,54,55,55
996,1,56,0,54,55,55
997,1,56,0,54,55,55
998,1,56,0,54,55,55
999,1,56,0,54,55,55
1000,1,56,0,54,55,55
1001,1,56,0,54,55,55
1002,1,56,0,54,55,55
1003,1,56,0,54,55,55
1004,1,56,0,54,55,55
1005,1,56,0,54,55,55
1006,1,56,0,54,55,55
1007,1,56,0,54,55,55
1008,1,56,0,54,55,55
1009,1,56,0,54,55,55
1010,1,56,0,54,55,55
1011,1,56,0,54,55,55
1012,1,56,0,54,55,55
1013,1,56,0,54,55,55
1014,1,56,0,54,55,55
1015,1,56,0,54,55,55
1016,1,56,0,54,55,55
1017,1,56,0,54,55,55
1018,1,56,0,54,55,55
1019,1,56,0,54,55,55
1020,1,56,0,54,55,55
1021,1,56,0,54,55,55
1022,1,56,0,54,55,55
1023,1,56,0,54,55,55
1024,1,56,0,54,55,55
1025,1,56,0,54,55,55
1026,1,56,0,54,55,55
1027,1,56,0,54,55,55
1028,1,56,0,54,55,55
1029,1,56,0,54,55,55
1030,1,56,0,54,55,55
1031,1,56,0,54,55,55
1032,1,56,0,54,55,55
1033,1,56,0,54,55,55
1034,1,56,0,54,55,55
1035,1,56,0,54,55,55
1036,1,56,0,54,55,55
1037,1,56,0,54,55,55
1038,1,56,0,54,55,55
1039,1,56,0,54,55,55
1040,1,56,0,54,55,55
1041,1,56,0,54,55,55
1042,1,56,0,54,55,55
1043,1,56,0,54,55,55
1044,1,56,0,54,55,55
1045,1,56,0,54,55,55
1046,1,56,0,54,55,55
1047,1,56,0,54,55,55
1048,1,56,0,54,55,55
1049,1,56,0,54,55,55
1050,1,56,0,54,55,55
1051,1,56,0,54,55,55
1052,1,56,0,54,55,55
1053,1,56,0,54,55,55
1054,1,56,0,54,55,55
1055,1,56,0,54,55,55
1056,1,56,0,54,55,55
1057,1,56,0,54,55,55
1058,1,56,0,54,55,55
1059,1,56,0,54,55,55
1060,1,56,0,54,55,55
1061,1,56,0,54,55,55
1062,1,56,0,54,55,55
1063,1,56,0,54,55,55
1064,1,56,0,54,55,55
1065,1,56,0,54,55,55
1066,1,56,0,54,55,55
1067,1,56,0,54,55,55
1068,1,56,0,54,55,55
1069,1,56,0,54,55,55
1070,1,56,0,54,55,55
1071,1,56,0,54,55,55
1072,1,56,0,54,55,55
1073,1,56,0,54,55,55
1074,1,56,0,54,55,55
1075,1,56,0,54,55,55
1076,1,56,0,54,55,55
1077,1,56,0,54,55,55
1078,1,56,0,54,55,55
1079,1,56,0,54,55,55
1080,1,56,0,54,55,55
1081,1,56,0,54,55,55
1082,1,56,0,54,55,55
1083,1,56,0,54,55,55
1084,1,56,0,54,55,55
1085,1,56,0,54,55,55
1086,1,56,0,54,55,55
1087,1,56,0,54,55,55
1088,1,56,0,54,55,55
1089,1,56,0,54,55,55
1090,1,56,0,54,55,55
1091,1,56,0,54,55,55
1092,1,56,0,54,55,55
1093,1,56,0,54,55,55
1094,1,56,0,54,55,55
1095,1,56,0,54,55,55
1096,1,56,0,54,55,55
1097,1,56,0,54,55,55
1098,1,56,0,54,55,55
1099,1,56,0,54,55,55
1100,1,56,0,54,55,55
1101,1,56,0,54,55,55
1102,1,56,0,54,55,55
1103,1,56,0,54,55,55
1104,1,56,0,54,55,55
1105,1,56,0,54,55,55
1106,1,56,0,54,55,55
1107,1,56,0,54,55,55
1108,1,56,0,54,55,55
1109,1,56,0,54,55,55
1110,1,56,0,54,55,55
1111,1,56,0,54,55,55
1112,1,56,0,54,55,55
1113,1,56,0,54,55,55
1114,1,56,0,54,55,55
1115,1,56,0,54,55,55
1116,1,56,0,54,55,55
1117,1,56,0,54,55,55
1118,1,56,0,54,55,55
1119,1,56,0,54,55,55
1120,1,56,0,54,55,55
1121,1,56,0,54,55,55
1122,1,56,0,54,55,55
1123,1,56,0,54,55,55
1124,1,56,0,54,55,55
1125,1,56,0,54,55,55
1126,1,56,0,54,55,55
1127,1,56,0,54,55,55
1128,1,56,0,54,55,55
1129,1,56,0,54,55,55
1130,1,56,0,54,55,55
1131,1,56,0,54,55,55
1132,1,56,0,54,55,55
1133,1,56,0,54,55,55
1134,1,56,0,54,55,55
1135,1,56,0,54,55,55
1136,1,56,0,54,55,55
1137,1,56,0,54,55,55
1138,1,56,0,54,55,55
1139,1,56,0,54,55,55
1140,1,56,0,54,55,55
1141,1,56,0,54,55,55
1142,1,56,0,54,55,55
1143,1,57,0,55,56,56
1144,1,57,0,55,56,56
1145,1,57,0,55,56,56
1146,1,57,0,55,56,56
1147,1,57,0,55,56,56
1148,1,57,0,55,56,56
1149,1,57,0,55,56,56
1150,1,57,0,55,56,56
1151,1,57,0,55,56,56
1152,1,57,0,55,56,56
1153,1,57,0,55,56,56
1154,1,57,0,55,56,56
1155,1,57,0,55,56,56
1156,1,57,0,55,56,56
1157,1,57,0,55,56,56
1158,1,57,0,55,56,56
1159,1,57,0,55,56,56
1160,1,57,0,55,56,56
1161,1,57,0,55,56,56
1162,1,57,0,55,56,56
1163,1,57,0,55,56,56
1164,1,57,0,55,56,56
1165,1,57,0,55,56,56
1166,1,57,0,55,56,56
1167,1,57,0,55,56,56
1168,1,57,0,55,56,56
1169,1,57,0,55,56,56
1170,1,57,0,55,56,56
1171,1,57,0,55,56,56
1172,1,57,0,55,56,56
1173,1,57,0,55,56,56
1174,1,57,0,55,56,56
1175,1,57,0,55,56,56
1176,1,57,0,55,56,56
1177,1,57,0,55,56,56
1178,1,57,0,55,56,56
1179,1,57,0,55,56,56
1180,1,57,0,55,56,56
1181,1,57,0,55,56,56
1182,1,57,0,55,56,56
1183,1,57,0,55,56,56
1184,1,57,0,55,56,56
1185,1,57,0,55,56,56
1186,1,57,0,55,56,56
1187,1,57,0,55,56,56
1188,1,57,0,55,56,56
1189,1,57,0,55,56,56
1190,1,57,0,55,56,56
1191,1,57,0,55,56,56
1192,1,57,0,55,56,56
1193,1,57,0,55,56,56
1194,1,57,0,55,56,56
1195,1,57,0,55,56,56
1196,1,57,0,55,56,56
1197,1,57,0,55,56,56
1198,1,57,0,55,56,56
1199,1,57,0,55,56,56
1200,1,57,0,55,56,56
1201,1,57,0,55,56,56
1202,1,57,0,55,56,56
1203,1,57,0,55,56,56
1204,1,57,0,55,56,56
1205,1,57,0,55,56,56
1206,1,57,0,55,56,56
1207,1,57,0,55,56,56
1208,1,57,0,55,56,56
1209,1,57,0,55,56,56
1210,1,57,0,55,56,56
1211,1,57,0,55,56,56
1212,1,57,0,55,56,56
1213,1,57,0,55,56,56
1214,1,57,0,55,56,56
1215,1,57,0,55,56,56
1216,1,57,0,55,56,56
1217,1,57,0,55,56,56
1218,1,57,0,55,56,56
1219,1,57,0,55,56,56
1220,1,57,0,55,56,56
1221,1,57,0,55,56,56
1222,1,57,0,55,56,56
1223,1,57,0,55,56,56
1224,1,57,0,55,56,56
1225,1,57,0,55,56,56
1226,1,57,0,55,56,56
1227,1,57,0,55,56,56
1228,1,57,0,55,56,56
1229,1,57,0,55,56,56
1230,1,57,0,55,56,56
1231,1,57,0,55,56,56
1232,1,57,0,55,56,56
1233,1,57,0,55,56,56
1234,1,57,0,55,56,56
1235,1,57,0,55,56,56
1236,1,57,0,55,56,56
1237,1,57,0,55,56,56
1238,1,57,0,55,56,56
1239,1,57,0,55,56,56
1240,1,57,0,55,56,56
1241,1,57,0,55,56,56
1242,1,57,0,55,56,56
1243,1,57,0,55,56,56
1244,1,57,0,55,56,56
1245,1,57,0,55,56,56
1246,1,57,0,55,56,56
1247,1,57,0,55,56,56
1248,1,57,0,55,56,56
1249,1,57,0,55,56,56
1250,1,57,0,55,56,56
1251,1,57,0,55,56,56
1252,1,57,0,55,56,56
1253,1,57,0,55,56,56
1254,1,57,0,55,56,56
1255,1,57,0,55,56,56
1256,1,57,0,55,56,56
1257,1,57,0,55,56,56
1258,1,57,0,55,56,56
1259,1,57,0,55,56,56
1260,1,57,0,55,56,56
1261,1,57,0,55,56,56
1262,1,57,0,55,56,56
1263,1,57,0,55,56,56
1264,1,57,0,55,56,56
1265,1,57,0,55,56,56
1266,1,57,0,55,56,56
1267,1,57,0,55,56,56
1268,1,57,0,55,56,56
1269,1,57,0,55,56,56
1270,1,57,0,55,56,56
1271,1,57,0,55,56,56
1272,1,57,0,55,56,56
1273,1,57,0,55,56,56
1274,1,57,0,55,56,56
1275,1,57,0,55,56,56
1276,1,57,0,55,56,56
1277,1,57,0,55,56,56
1278,1,57,0,55,56,56
1279,1,57,0,55,56,56
1280,1,57,0,55,56,56
1281,1,57,0,55,56,56
1282,1,57,0,55,56,56
1283,1,57,0,55,56,56
1284,1,57,0,55,56,56
1285,1,57,0,55,56,56
1286,1,57,0,55,56,56
1287,1,57,0,55,56,56
1288,1,57,0,55,56,56
1289,1,57,0,55,56,56
1290,1,57,0,55,56,56
1291,1,57,0,55,56,56
1292,1,57,0,55,56,56
1293,1,57,0,55,56,56
1294,1,57,0,55,56,56
1295,1,57,0,55,56,56
1296,1,57,0,55,56,56
1297,1,57,0,55,56,56
1298,1,57,0,55,56,56
1299,1,57,0,55,56,56
1300,1,57,0,55,56,56
1301,1,57,0,55,56,56
1302,1,57,0,55,56,56
1303,1,57,0,55,56,56
1304,1,57,0,55,56,56
1305,1,57,0,55,56,56
1306,1,57,0,55,56,56
1307,1,57,0,55,56,56
1308,1,57,0,55,56,56
1309,1,57,0,55,56,56
1310,1,57,0,55,56,56
1311,1,57,0,55,56,56
1312,1,57,0,55,56,56
1313,1,57,0,55,56,56
1314,1,57,0,55,56,56
1315,1,57,0,55,56,56
1316,1,57,0,55,56,56
1317,1,57,0,55,56,56
1318,1,57,0,55,56,56
1319,1,57,0,55,56,56
1320,1,57,0,55,56,56
1321,1,57,0,55,56,56
1322,1,57,0,55,56,56
1323,1,57,0,55,56,56
1324,1,57,0,55,56,56
1325,1,57,0,55,56,56
1326,1,57,0,55,56,56
1327,1,57,0,55,56,56
1328,1,57,0,55,56,56
1329,1,57,0,55,56,56
1330,1,57,0,55,56,56
1331,1,57,0,55,56,56
1332,1,57,0,55,56,56
1333,1,57,0,55,56,56
1334,1,57,0,55,56,56
1335,1,57,0,55,56,56
1336,1,57,0,55,56,56
1337,1,57,0,55,56,56
1338,1,57,0,55,56,56
1339,1,57,0,55,56,56
1340,1,57,0,55,56,56
1341,1,57,0,55,56,56
1342,1,57,0,55,56,56
1343,1,57,0,55,56,56
1344,1,57,0,55,56,56
1345,1,57,0,55,56,56
1346,1,57,0,55,56,56
1347,1,57,0,55,56,56
1348,1,57,0,55,56,56
1349,1,57,0,55,56,56
1350,1,57,0,55,56,56
1351,1,57,0,55,56,56
1352,1,57,0,55,56,56
1353,1,57,0,55,56,56
1354,1,57,0,55,56,56
1355,1,57,0,55,56,56
1356,1,57,0,55,56,56
1357,1,57,0,55,56,56
1358,1,57,0,55,56,56
1359,1,57,0,55,56,56
1360,1,57,0,55,56,56
1361,1,57,0,55,56,56
1362,1,57,0,55,56,56
1363,1,57,0,55,56,56
1364,1,57,0,55,56,56
1365,1,57,0,55,56,56
1366,1,57,0,55,56,56
1367,1,57,0,55,56,56
1368,1,57,0,55,56,56
1369,1,57,0,55,56,56
1370,1,57,0,55,56,56
1371,1,57,0,55,56,56
1372,1,57,0,55,56,56
1373,1,57,0,55,56,56
1374,1,57,0,55,56,56
1375,1,57,0,55,56,56
1376,1,57,0,55,56,56
1377,1,57,0,55,56,56
1378,1,57,0,55,56,56
1379,1,57,0,55,56,56
1380,1,57,0,55,56,56
1381,1,57,0,55,56,56
1382,1,57,0,55,56,56
1383,1,57,0,55,56,56
1384,1,57,0,55,56,56
1385,1,57,0,55,56,56
1386,1,57,0,55,56,56
1387,1,57,0,55,56,56
1388,1,57,0,55,56,56
1389,1,57,0,55,56,56
1390,1,57,0,55,56,56
1391,1,57,0,55,56,56
1392,1,57,0,55,56,56
1393,1,57,0,55,56,56
1394,1,57,0,55,56,56
1395,1,57,0,55,56,56
1396,1,57,0,55,56,56
1397,1,57,0,55,56,56
1398,1,57,0,55,56,56
1399,1,57,0,55,56,56
1400,1,57,0,55,56,56
1401,1,57,0,55,56,56
1402,1,57,0,55,56,56
1403,1,57,0,55,56,56
1404,1,57,0,55,56,56
1405,1,57,0,55,56,56
1406,1,57,0,55,56,56
1407,1,57,0,55,56,56
1408,1,57,0,55,56,56
1409,1,57,0,55,56,56
1410,1,57,0,55,56,56
1411,1,57,0,55,56,56
1412,1,57,0,55,56,56
1413,1,57,0,55,56,56
1414,1,57,0,55,56,56
1415,1,57,0,55,56,56
1416,1,57,0,55,56,56
1417,1,57,0,55,56,56
1418,1,57,0,55,56,56
1419,1,57,0,55,56,56
1420,1,57,0,55,56,56
1421,1,57,0,55,56,56
1422,1,57,0,55,56,56
1423,1,57,0,55,56,56
1424,1,57,0,55,56,56
1425,1,57,0,55,56,56
1426,1,57,0,55,56,56
1427,1,57,0,55,56,56
1428,1,57,0,55,56,56
1429,1,57,0,55,56,56
1430,1,57,0,55,56,56
1431,1,57,0,55,56,56
1432,1,57,0,55,56,56
1433,1,57,0,55,56,56
1434,1,57,0,55,56,56
1435,1,57,0,55,56,56
1436,1,57,0,55,56,56
1437,1,57,0,55,56,56
1438,1,57,0,55,56,56
1439,1,57,0,55,56,56
1440,1,57,0,55,56,56
1441,1,57,0,55,56,56
1442,1,57,0,55,56,56
1443,1,57,0,55,56,56
1444,1,57,0,55,56,56
1445,1,57,0,55,56,56
1446,1,57,0,55,56,56
1447,1,57,0,55,56,56
1448,1,57,0,55,56,56
1449,1,57,0,55,56,56
1450,1,57,0,55,56,56
1451,1,57,0,55,56,56
1452,1,57,0,55,56,56
1453,1,57,0,55,56,56
1454,1,57,0,55,56,56
1455,1,57,0,55,56,56
1456,1,57,0,55,56,56
1457,1,57,0,55,56,56
1458,1,57,0,55,56,56
1459,1,57,0,55,56,56
1460,1,57,0,55,56,56
1461,1,57,0,55,56,56
1462,1,57,0,55,56,56
1463,1,57,0,55,56,56
1464,1,57,0,55,56,56
1465,1,57,0,55,56,56
1466,1,57,0,55,56,56
1467,1,57,0,55,56,56
1468,1,57,0,55,56,56
1469,1,57,0,55,56,56
1470,1,57,0,55,56,56
1471,1,57,0,55,56,56
1472,1,57,0,55,56,56
1473,1,57,0,55,56,56
1474,1,57,0,55,56,56
1475,1,57,0,55,56,56
1476,1,57,0,55,56,56
1477,1,57,0,55,56,56
1478,1,57,0,55,56,56
1479,1,57,0,55,56,56
1480,1,57,0,55,56,56
1481,1,57,0,55,56,56
1482,1,57,0,55,56,56
1483,1,57,0,55,56,56
1484,1,57,0,55,56,56
1485,1,57,0,55,56,56
1486,1,57,0,55,56,56
1487,1,57,0,55,56,56
1488,1,57,0,55,56,56
1489,1,57,0,55,56,56
1490,1,57,0,55,56,56
1491,1,57,0,55,56,56
1492,1,57,0,55,56,56
1493,1,57,0,55,56,56
1494,1,57,0,55,56,56
1495,1,57,0,55,56,56
1496,1,57,0,55,56,56
1497,1,57,0,55,56,56
1498,1,57,0,55,56,56
1499,1,57,0,55,56,56
1500,1,57,0,55,56,56
1501,1,57,0,55,56,56
1502,1,57,0,55,56,56
1503,1,57,0,55,56,56
1504,1,57,0,55,56,56
1505,1,57,0,55,56,56
1506,1,57,0,55,56,56
1507,1,57,0,55,56,56
1508,1,57,0,55,56,56
1509,1,57,0,55,56,56
1510,1,57,0,55,56,56
1511,1,57,0,55,56,56
1512,1,57,0,55,56,56
1513,1,57,0,55,56,56
1514,1,57,0,55,56,56
1515,1,57,0,55,56,56
1516,1,57,0,55,56,56
1517,1,57,0,55,56,56
1518,1,57,0,55,56,56
1519,1,57,0,55,56,56
1520,1,57,0,55,56,56
1521,1,57,0,55,56,56
1522,1,57,0,55,56,56
1523,1,57,0,55,56,56
1524,1,57,0,55,56,56
1525,1,57,0,55,56,56
1526,1,57,0,55,56,56
1527,1,57,0,55,56,56
1528,1,57,0,55,56,56
1529,1,57,0,55,56,56
1530,1,57,0,55,56,56
1531,1,57,0,55,56,56
1532,1,57,0,55,56,56
1533,1,57,0,55,56,56
1534,1,57,0,55,56,56
1535,1,57,0,55,56,56
1536,1,57,0,55,56,56
1537,1,57,0,55,56,56
1538,1,57,0,55,56,56
1539,1,57,0,55,56,56
1540,1,57,0,55,56,56
1541,1,57,0,55,56,56
1542,1,57,0,55,56,56
1543,1,57,0,55,56,56
1544,1,57,0,55,56,56
1545,1,57,0,55,56,56
1546,1,57,0,55,56,56
1547,1,57,0,55,56,56
1548,1,57,0,55,56,56
1549,1,57,0,55,56,56
1550,1,57,0,55,56,56
1551,1,57,0,55,56,56
1552,1,57,0,55,56,56
1553,1,57,0,55,56,56
1554,1,57,0,55,56,56
1555,1,57,0,55,56,56
1556,1,57,0,55,56,56
1557,1,57,0,55,56,56
1558,1,57,0,55,56,56
1559,1,57,0,55,56,56
1560,1,57,0,55,56,56
1561,1,57,0,55,56,56
1562,1,57,0,55,56,56
1563,1,57,0,55,56,56
1564,1,57,0,55,56,56
1565,1,57,0,55,56,56
1566,1,57,0,55,56,56
1567,1,57,0,55,56,56
1568,1,57,0,55,56,56
1569,1,57,0,55,56,56
1570,1,57,0,55,56,56
1571,1,57,0,55,56,56
1572,1,57,0,55,56,56
1573,1,57,0,55,56,56
1574,1,57,0,55,56,56
1575,1,57,0,55,56,56
1576,1,57,0,55,56,56
1577,1,57,0,55,56,56
1578,1,57,0,55,56,56
1579,1,57,0,55,56,56
1580,1,57,0,55,56,56
1581,1,57,0,55,56,56
1582,1,57,0,55,56,56
1583,1,57,0,55,56,56
1584,1,57,0,55,56,56
1585,1,57,0,55,56,56
1586,1,57,0,55,56,56
1587,1,57,0,55,56,56
1588,1,57,0,55,56,56
1589,1,57,0,55,56,56
1590,1,57,0,55,56,56
1591,1,57,0,55,56,56
1592,1,57,0,55,56,56
1593,1,57,0,55,56,56
1594,1,57,0,55,56,56
1595,1,57,0,55,56,56
1596,1,57,0,55,56,56
1597,1,57,0,55,56,56
1598,1,57,0,55,56,56
1599,1,57,0,55,56,56
1600,1,57,0,55,56,56
1601,1,57,0,55,56,56
1602,1,57,0,55,56,56
1603,1,57,0,55,56,56
1604,1,57,0,55,56,56
1605,1,57,0,55,56,56
1606,1,57,0,55,56,56
1607,1,57,0,55,56,56
1608,1,57,0,55,56,56
1609,1,57,0,55,56,56
1610,1,57,0,55,56,56
1611,1,57,0,55,56,56
1612,1,57,0,55,56,56
1613,1,57,0,55,56,56
1614,1,57,0,55,56,56
1615,1,57,0,55,56,56
1616,1,57,0,55,56,56
1617,1,57,0,55,56,56
1618,1,57,0,55,56,56
1619,1,57,0,55,56,56
1620,1,57,0,55,56,56
1621,1,57,0,55,56,56
1622,1,57,0,55,56,56
1623,1,57,0,55,56,56
1624,1,57,0,55,56,56
1625,1,57,0,55,56,56
1626,1,57,0,55,56,56
1627,1,57,0,55,56,56
1628,1,57,0,55,56,56
1629,1,57,0,55,56,56
1630,1,57,0,55,56,56
1631,1,57,0,55,56,56
1632,1,57,0,55,56,56
1633,1,57,0,55,56,56
1634,1,57,0,55,56,56
1635,1,57,0,55,56,56
1636,1,57,0,55,56,56
1637,1,57,0,55,56,56
1638,1,57,0,55,56,56
1639,1,57,0,55,56,56
1640,1,57,0,55,56,56
1641,1,57,0,55,56,56
1642,1,57,0,55,56,56
1643,1,57,0,55,56,56
1644,1,57,0,55,56,56
1645,1,57,0,55,56,56
1646,1,57,0,55,56,56
1647,1,57,0,55,56,56
1648,1,57,0,55,56,56
1649,1,57,0,55,56,56
1650,1,57,0,55,56,56
1651,1,57,0,55,56,56
1652,1,57,0,55,56,56
1653,1,57,0,55,56,56
1654,1,57,0,55,56,56
1655,1,57,0,55,56,56
1656,1,57,0,55,56,56
1657,1,57,0,55,56,56
1658,1,57,0,55,56,56
1659,1,57,0,55,56,56
1660,1,57,0,55,56,56
1661,1,57,0,55,56,56
1662,1,57,0,55,56,56
1663,1,57,0,55,56,56
1664,1,57,0,55,56,56
1665,1,57,0,55,56,56
1666,1,57,0,55,56,56
1667,1,57,0,55,56,56
1668,1,57,0,55,56,56
1669,1,57,0,55,56,56
1670,1,57,0,55,56,56
1671,1,57,0,55,56,56
1672,1,57,0,55,56,56
1673,1,57,0,55,56,56
1674,1,57,0,55,56,56
1675,1,57,0,55,56,56
1676,1,57,0,55,56,56
1677,1,57,0,55,56,56
1678,1,57,0,55,56,56
1679,1,57,0,55,56,56
1680,1,57,0,55,56,56
1681,1,57,0,55,56,56
1682,1,57,0,55,56,56
1683,1,57,0,55,56,56
1684,1,57,0,55,56,56
1685,1,57,0,55,56,56
1686,1,57,0,55,56,56
1687,1,57,0,55,56,56
1688,1,57,0,55,56,56
1689,1,57,0,55,56,56
1690,1,57,0,55,56,56
1691,1,57,0,55,56,56
1692,1,57,0,55,56,56
1693,1,57,0,55,56,56
1694,1,57,0,55,56,56
1695,1,57,0,55,56,56
1696,1,57,0,55,56,56
1697,1,57,0,55,56,56
1698,1,57,0,55,56,56
1699,1,57,0,55,56,56
1700,1,57,0,55,56,56
1701,1,57,0,55,56,56
1702,1,57,0,55,56,56
1703,1,57,0,55,56,56
1704,1,57,0,55,56,56
1705,1,57,0,55,56,56
1706,1,57,0,55,56,56
1707,1,57,0,55,56,56
1708,1,57,0,55,56,56
1709,1,57,0,55,56,56
1710,1,57,0,55,56,56
1711,1,57,0,55,56,56
1712,1,57,0,55,56,56
1713,1,57,0,55,56,56
1714,1,57,0,55,56,56
1715,1,57,0,55,56,56
1716,1,57,0,55,56,56
1717,1,57,0,55,56,56
1718,1,57,0,55,56,56
1719,1,57,0,55,56,56
1720,1,57,0,55,56,56
1721,1,57,0,55,56,56
1722,1,57,0,55,56,56
1723,1,57,0,55,56,56
1724,1,57,0,55,56,56
1725,1,57,0,55,56,56
1726,1,57,0,55,56,56
1727,1,57,0,55,56,56
1728,1,57,0,55,56,56
1729,1,57,0,55,56,56
1730,1,57,0,55,56,56
1731,1,57,0,55,56,56
1732,1,57,0,55,56,56
1733,1,57,0,55,56,56
1734,1,57,0,55,56,56
1735,1,57,0,55,56,56
1736,1,57,0,55,56,56
1737,1,57,0,55,56,56
1738,1,57,0,55,56,56
1739,1,57,0,55,56,56
1740,1,57,0,55,56,56
1741,1,57,0,55,56,56
1742,1,57,0,55,56,56
1743,1,57,0,55,56,56
1744,1,57,0,55,56,56
1745,1,57,0,55,56,56
1746,1,57,0,55,56,56
1747,1,57,0,55,56,56
1748,1,57,0,55,56,56
1749,1,57,0,55,56,56
1750,1,57,0,55,56,56
1751,1,57,0,55,56,56
1752,1,57,0,55,56,56
1753,1,57,0,55,56,56
1754,1,57,0,55,56,56
1755,1,57,0,55,56,56
1756,1,57,0,55,56,56
1757,1,57,0,55,56,56
1758,1,57,0,55,56,56
1759,1,57,0,55,56,56
1760,1,57,0,55,56,56
1761,1,57,0,55,56,56
1762,1,57,0,55,56,56
1763,1,57,0,55,56,56
1764,1,57,0,55,56,56
1765,1,57,0,55,56,56
1766,1,57,0,55,56,56
1767,1,57,0,55,56,56
1768,1,57,0,55,56,56
1769,1,57,0,55,56,56
1770,1,57,0,55,56,56
1771,1,57,0,55,56,56
1772,1,57,0,55,56,56
1773,1,57,0,55,56,56
1774,1,57,0,55,56,56
1775,1,57,0,55,56,56
1776,1,57,0,55,56,56
1777,1,57,0,55,56,56
1778,1,57,0,55,56,56
1779,1,57,0,55,56,56
1780,1,57,0,55,56,56
1781,1,57,0,55,56,56
1782,1,57,0,55,56,56
1783,1,57,0,55,56,56
1784,1,57,0,55,56,56
1785,1,57,0,55,56,56
1786,1,57,0,55,56,56
1787,1,57,0,55,56,56
1788,1,57,0,55,56,56
1789,1,57,0,55,56,56
1790,1,57,0,55,56,56
1791,1,57,0,55,56,56
1792,1,57,0,55,56,56
1793,1,57,0,55,56,56
1794,1,57,0,55,56,56
1795,1,57,0,55,56,56
1796,1,57,0,55,56,56
1797,1,57,0,55,56,56
1798,1,57,0,55,56,56
1799,1,57,0,55,56,56
1800,1,57,0,55,56,56
1801,1,57,0,55,56,56
1802,1,57,0,55,56,56
1803,1,57,0,55,56,56
1804,1,57,0,55,56,56
1805,1,57,0,55,56,56
1806,1,57,0,55,56,56
1807,1,57,0,55,56,56
1808,1,57,0,55,56,56
1809,1,57,0,55,56,56
1810,1,57,0,55,56,56
1811,1,57,0,55,56,56
1812,1,57,0,55,56,56
1813,1,57,0,55,56,56
1814,1,57,0,55,56,56
1815,1,57,0,55,56,56
1816,1,57,0,55,56,56
1817,1,57,0,55,56,56
1818,1,57,0,55,56,56
1819,1,57,0,55,56,56
1820,1,57,0,55,56,56
1821,1,57,0,55,56,56
1822,1,57,0,55,56,56
1823,1,57,0,55,56,56
1824,1,57,0,55,56,56
1825,1,57,0,55,56,56
1826,1,57,0,55,56,56
1827,1,57,0,55,56,56
1828,1,57,0,55,56,56
1829,1,57,0,55,56,56
1830,1,57,0,55,56,56
1831,1,57,0,55,56,56
1832,1,57,0,55,56,56
1833,1,57,0,55,56,56
1834,1,57,0,55,56,56
1835,1,57,0,55,56,56
1836,1,57,0,55,56,56
1837,1,57,0,55,56,56
1838,1,57,0,55,56,56
1839,1,57,0,55,56,56
1840,1,57,0,55,56,56
1841,1,57,0,55,56,56
1842,1,57,0,55,56,56
1843,1,57,0,55,56,56
1844,1,57,0,55,56,56
1845,1,57,0,55,56,56
1846,1,57,0,55,56,56
1847,1,57,0,55,56,56
1848,1,57,0,55,56,56
1849,1,57,0,55,56,56
1850,1,57,0,55,56,56
1851,1,57,0,55,56,56
1852,1,57,0,55,56,56
1853,1,57,0,55,56,56
1854,1,57,0,55,56,56
1855,1,57,0,55,56,56
1856,1,57,0,55,56,56
1857,1,57,0,55,56,56
1858,1,57,0,55,56,56
1859,1,57,0,55,56,56
1860,1,57,0,55,56,56
1861,1,57,0,55,56,56
1862,1,57,0,55,56,56
1863,1,57,0,55,56,56
1864,1,57,0,55,56,56
1865,1,57,0,55,56,56
1866,1,57,0,55,56,56
1867,1,57,0,55,56,56
1868,1,57,0,55,56,56
1869,1,57,0,55,56,56
1870,1,57,0,55,56,56
1871,1,57,0,55,56,56
1872,1,57,0,55,56,56
1873,1,57,0,55,56,56
1874,1,57,0,55,56,56
1875,1,57,0,55,56,56
1876,1,57,0,55,56,56
1877,1,57,0,55,56,56
1878,1,57,0,55,56,56
1879,1,57,0,55,56,56
1880,1,57,0,55,56,56
1881,1,57,0,55,56,56
1882,1,57,0,55,56,56
1883,1,57,0,55,56,56
1884,1,57,0,55,56,56
1885,1,57,0,55,56,56
1886,1,57,0,55,56,56
1887,1,57,0,55,56,56
1888,1,57,0,55,56,56
1889,1,57,0,55,56,56
1890,1,57,0,55,56,56
1891,1,57,0,55,56,56
1892,1,57,0,55,56,56
1893,1,57,0,55,56,56
1894,1,57,0,55,56,56
1895,1,57,0,55,56,56
1896,1,57,0,55,56,56
1897,1,57,0,55,56,56
1898,1,57,0,55,56,56
1899,1,57,0,55,56,56
1900,1,57,0,55,56,56
1901,1,57,0,55,56,56
1902,1,57,0,55,56,56
1903,1,57,0,55,56,56
1904,1,57,0,55,56,56
1905,1,57,0,55,56,56
1906,1,57,0,55,56,56
1907,1,57,0,55,56,56
1908,1,57,0,55,56,56
1909,1,57,0,55,56,56
