scenario,t,time_label,target_p_ev_ch_mw_raw,target_p_ev_dis_mw_raw,target_p_ev_ch_mw,target_p_ev_dis_mw,allocated_p_ev_ch_mw,allocated_p_ev_dis_mw,ch_error_mw,dis_error_mw,net_error_mw,dispatch_energy_mwh,allocated_energy_mwh,energy_error_vs_dispatch_mwh,unallocated_ch_mwh,unallocated_dis_mwh,offline_power_violation_count,power_violation_count,energy_min_violation_count,energy_max_violation_count,departure_vehicle_count,departure_shortfall_kwh,max_departure_shortfall_kwh,departure_surplus_kwh,raw_final_energy_mwh_after_clip,target_final_energy_mwh,final_repair_delta_mwh,added_charge_battery_mwh,reduced_charge_battery_mwh,added_discharge_battery_mwh
ordered,45,05:15-05:30,36.586162834928224,0.0,36.586162834928224,0.0,30.44804707000362,0.0,-6.138115764924603,0.0,-6.138115764924603,76.02879192074829,74.72444232320142,-1.3043495975468744,1.3043496000464783,0.0,0,0,0,0,40,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,46,05:30-05:45,36.20623132941496,0.0,36.20623132941496,0.0,24.49284373157878,0.0,-11.713387597836181,0.0,-11.713387597836181,83.72261607824898,79.92917161616191,-3.7934444620870664,2.4890948645401876,0.0,0,0,0,0,48,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,47,05:45-06:00,33.222272680652935,0.0,33.222272680652935,0.0,23.91,0.0,-9.312272680652935,0.0,-9.312272680652935,90.78234902288771,85.01004661616192,-5.7723024067257995,1.9788579446387475,0.0,0,0,0,0,54,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,48,06:00-06:15,8.205452378601867,0.0,8.205452378601867,0.0,8.205452378601866,0.0,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,92.52600765334064,86.7537052466148,-5.772302406725842,0.0,0.0,0,0,0,0,64,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,49,06:15-06:30,14.102214561772966,0.0,14.102214561772966,0.0,14.102214561772966,0.0,0.0,0.0,0.0,95.52272824771738,89.75042584099157,-5.772302406725814,0.0,0.0,0,0,0,0,80,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,50,06:30-06:45,18.016005917591144,0.0,18.016005917591144,0.0,17.86197506434473,0.0,-0.15403085324641452,0.0,-0.15403085324641452,99.3511295052055,93.5460955421648,-5.8050339630406995,0.03273155631486316,0.0,0,0,0,0,96,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,51,06:45-07:00,4.465272956672073,0.0,4.465272909599971,0.0,4.465272909599971,0.0,0.0,0.0,0.0,100.30000000849832,94.49496603545481,-5.805033973043507,0.0,0.0,0,0,0,0,120,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,52,07:00-07:15,-9.99802481716042e-09,0.0,0.0,0.0,2.6638926074772336,0.0,2.6638926074772336,0.0,2.6638926074772336,100.30000000637374,95.06104321454372,-5.23895679183002,0.0,0.0,0,0,0,0,148,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,53,07:15-07:30,-9.998034969133023e-09,0.0,0.0,0.0,5.550142522614577,0.0,5.550142522614577,0.0,5.550142522614577,100.30000000424916,96.24044850059931,-4.059551503649843,0.0,0.0,0,0,0,0,180,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,54,07:30-07:45,-9.998042510016909e-09,0.0,0.0,0.0,6.667058823529412,0.0,6.667058823529412,0.0,6.667058823529412,100.30000000212458,97.65719850059932,-2.6428015015252555,0.0,0.0,0,0,0,0,216,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
ordered,55,07:45-08:00,-9.998044795382257e-09,0.0,0.0,0.0,12.436712938356164,0.0,12.436712938356164,0.0,12.436712938356164,100.3,100.3,0.0,0.0,0.0,0,0,0,0,2870,0.0,0.0,0.0,100.30000001000282,100.3,-1.0002821682064678e-08,0.0,1.0002821682064678e-08,0.0
